"H2_Bulk_Litter_10" "H2_Bulk_Litter_12" "H2_Bulk_Litter_11" "H3_Rhizo_Litter_13" "H3_Rhizo_Litter_15" "H3_Bulk_Litter_16" "H1_Bulk_Litter_4" "H1_Rhizo_Litter_3" "H1_Rhizo_Litter_1" "H1_Bulk_Litter_6" "H2_Rhizo_Litter_8" "H2_Rhizo_Litter_7" "H1_Rhizo_Litter_2" "H1_Bulk_Litter_5" "H3_Rhizo_Litter_14" "H3_Bulk_Litter_17" "H4_Rhizo_Litter_20" "H4_Rhizo_Litter_19" "H4_Bulk_Litter_22" "H4_Bulk_Litter_23" "H4_Bulk_Litter_24" "H1_Bulk_30" "H2_Bulk_35" "H2_Rhizo_31" "H2_Rhizo_33" "H3_Rhizo_37" "H3_Rhizo_39" "H2_Bulk_36" "H4_Rhizo_45" "H4_Bulk_47" "H4_Bulk_48" "H1_Rhizo_27" "H1_Rhizo_26" "H1_Rhizo_25" "H1_Bulk_28" "H2_Bulk_34" "H3_Bulk_40" "H3_Bulk_42" "H3_Bulk_41" "H4_Rhizo_44" "H1_Bulk_29" "H2_Rhizo_32" "H4_Rhizo_43" "H4_Bulk_46" "H2_Rhizo_Litter_49" "H2_Rhizo_Litter_9" "H2_Bulk_Litter_50"
"1" 2.39387289183542 4.25378763336784 4.82221550062635 8.12472117819032 8.04153148539381 3.42749666552161 4.62633020311341 12.2577758566987 10.1980200224783 1.21988547427188 11.3234615859002 9.0269580858319 11.4358135073125 3.1612365386193 7.84447831647156 3.81042388693752 8.1857412261778 7.40087553967913 5.78032735062422 7.5224269373105 3.09968142253506 3.29746190661002 4.02654549683003 10.6782142030868 11.4949659559326 11.5247835430772 0.958744560111602 1.0805894600675 6.55203433115737 6.93205399319954 6.19121886617914 8.88295090062994 10.3417280578185 11.8928863227765 4.34990473181088 1.793619420785 5.11083353384898 1.08934139618369 3.26675043863277 8.60314544738897 1.67279273854536 11.4768295202401 7.63681324887069 4.34934573934512 10.0390513852504 12.3298984928151 5.57828585140435
"2" 8.67971212976198 9.40548413505939 8.64765049644362 11.2539543066914 10.862182294975 8.63190977633709 8.24305104917076 14.5490353893393 12.779896857455 8.18404607431687 13.930941965438 11.858687750756 13.6075396310291 8.57516415146282 11.1959510840476 8.584893617798 11.6926580040191 10.6178991654536 9.60556882637996 8.85650597582614 9.3722528631846 8.92587914653997 8.28204617253207 13.4881775515377 13.8699026614235 13.5605282362147 2.10855155697291 7.85986118453464 10.6102760449406 8.30471479731538 8.32162845286181 11.4695333751586 13.1545920696493 13.9579482663059 8.4059844120141 7.98163055813548 8.76456013985731 8.83948907317421 8.24788122735899 10.4355600700275 8.56788830815142 13.7706374009392 10.5275006516603 8.13081009103477 11.72336374902 13.7559441891216 8.96930325926371
"3" 2.49422849180066 3.21253227514033 2.60902045158036 2.29246198057622 3.25144991924463 3.12547620071392 2.52362728765725 5.11655835006842 4.52891706949069 3.36834634690576 4.31725128746115 3.68743742259085 4.21401643572117 2.9331380077489 2.8899709244019 2.65478078944552 3.40153395195315 3.40692848378938 2.98268028425761 3.01093816876299 2.75392492935098 2.75643510352223 2.27842060836188 4.65060917857139 4.43950938012775 3.51245196040748 2.27399932394974 2.62036731544921 3.86948004749132 3.57005756384016 3.3943349944585 3.61326767577111 3.67178271392656 4.62987959803311 3.46496175871836 2.86322292154143 2.45091315746524 3.34591548767145 2.69629305432236 2.89513351265835 2.58797927292031 4.08306896453364 3.23847967558418 2.68022290000281 3.38328865756424 7.12682205085773 2.28791393630255
"4" 5.92114933072786 6.4654985719252 5.89500484825136 6.29433606745952 6.032983368332 5.77996325499662 5.47952795536869 7.04762666865094 6.1869928508505 5.72909476078054 5.99639865783519 5.01129819376114 6.08760294849198 5.72886440410975 6.79431225320777 5.59526341848442 6.44995337171224 6.61679994807273 6.73316718540263 6.97975033411194 6.25188602560346 5.52896559789748 6.02842911055823 6.22856435274582 6.35412450691627 5.77306091838832 2.91576192448699 4.80766558679113 5.9953821013569 5.53968139287173 5.9862193556281 6.55561050400736 6.17064472932871 6.17212635603554 5.90146333076087 5.93784991446986 5.26878794526761 4.86239595683841 6.19497860323799 5.80846889347917 5.98962750227209 6.11925847472184 6.33468525820279 6.08793873004364 5.84981734991063 6.11918893179872 6.89882490377988
"5" 0.677091606222663 0.676197176280573 0.676433601895805 0.67781166772537 0.678192118010449 0.676533162586342 0.677685316160569 1.09292541604222 1.40797967117846 0.677176884132735 1.78466370831239 0.677295225048156 0.943954919579383 0.675780860887633 0.676042682589721 0.675679242635328 0.677406286937865 0.676613003296251 0.85084849876294 0.677980515247166 0.676620474670295 0.676645749357229 0.676513960728532 0.853686646471701 1.40489599869373 1.81631535376847 0.676112937522242 0.676574775273258 0.675484124405604 0.799973323783982 0.89030108355775 0.918375766520684 0.894654627155844 1.10928635724805 0.676079184913086 0.676589953920983 0.676257012654228 0.959923108384112 0.676060014835864 0.676871573682967 0.676176921992568 1.16625970705305 0.675999133880922 0.843031076899081 0.763518421539509 2.14462231517711 0.677387306441162
"6" 6.61173103985525 7.01946447153269 6.17240767774886 8.16547608424746 7.86867546310479 6.54263230989386 6.93143357163614 10.3836346402409 8.92152478895998 6.4547287965328 10.0133108377568 8.56879711980614 9.63841704025407 5.98639556478342 7.72449794682731 6.52245211884407 7.94272832768821 7.15413771970333 3.19431726636517 6.83035353146891 5.2815134916121 6.20415003869532 6.33849457467957 9.79327153462942 10.0550209133456 10.5803166095737 1.55342456006866 5.64213278100537 7.12182654196808 5.68287343397934 4.75945432449063 8.49543108102906 9.69052321315646 9.92496786134635 5.61189242861989 5.97989968902094 5.77568623068167 5.81822504840322 5.72905776520442 5.94907208688093 6.37683126454655 10.1296718955908 6.6840559427443 5.67275199495913 8.2127651334393 9.86274893432574 6.96917437336599
"7" 1.20385985399646 2.087036989259 1.13155213146818 4.73699763090767 3.19358361825131 4.12892338415953 2.3694863936835 6.68120412924323 5.56414637354998 3.42844775830093 6.95415332101452 5.79314123602195 6.46160688560761 1.05077058467165 3.67481015390662 1.03722601328407 6.48731636983748 5.35962640093555 3.16266354054475 4.47848558439288 2.4620459219625 1.15576208033333 1.14082998703668 6.55269593705985 7.45944371230156 7.39970395300866 1.09313623811082 1.14776351925687 1.55989427272368 3.92221475348034 4.05171268137697 5.53841069099 6.6875748632824 7.59564833353075 1.08895569930158 1.14948247443359 1.11068123584242 1.15176554525939 1.08656914463641 4.90452145030179 1.70321282973966 7.67084428549593 6.10296711574976 3.20982327877063 6.18580901141824 6.92708471572979 1.90793505267948
"8" 7.60598733828913 7.20502121644929 5.37572485141178 3.19687558838115 2.74977373637279 4.44670328313969 6.37456474921427 6.12469112362291 7.98233911962966 8.27741343507836 6.10895326337135 6.09461826083329 6.21190631171062 7.05045835578216 5.04629084235195 6.03456369036312 4.88984019953061 7.5273287548236 6.39408492041522 4.22178766673286 5.14642028395781 2.49359067931835 5.11565676704678 1.53622394371664 2.33082242308827 4.3859463898167 1.53427826864931 1.58401856238138 6.84949687017333 4.35226799441307 3.0254705751958 2.60747518735437 3.54453477176917 3.48278337529602 2.37959419656459 3.98649630830746 1.55018433069081 1.58768709473763 3.00478067991299 4.79741695330514 4.34368102035125 3.46836043658691 5.03172760682636 3.11118016272076 6.28566305329056 2.56548461193335 6.72599730554301
"9" 4.32409338591488 4.62360728815897 1.44635540565125 2.29642470860324 1.47998878756961 1.44834101682468 4.75257400338751 3.70919774576077 4.76528281808389 3.543109007978 3.63169339566721 3.94706796540846 2.63133910881877 4.52232906651621 1.43845663086713 3.17616526853757 3.69099561076722 1.44992585639076 1.49875112887826 1.47609469038344 2.94316599892961 1.45057395612974 1.44795886927019 2.0886079696834 2.04936188776481 2.57963641505124 1.43988840461273 1.44916785586437 1.42687543381951 1.46229442709225 1.45572852961518 1.43688862531648 3.41889867935312 3.40448057774772 2.83410650792428 1.44946900552537 1.44280773490102 1.44986985793796 1.43881036186328 1.45501353221955 1.4411876793905 3.64857241087479 2.42726180899563 1.43574545058258 3.69171991981028 3.40822380352051 1.813279901867
"10" 7.77557142585387 7.95525057615248 7.12848669428661 6.61346436437298 8.06024337740919 6.16411985410884 6.37603086779278 7.80009852603941 8.0192645012714 7.12509319690599 8.16107574242903 5.64417300786362 7.1285600639005 7.53094190924409 6.80065107610917 9.26185665663208 7.73545619387863 7.85051986941396 7.41983125681385 6.14042789784071 8.01727339951637 6.01620817113835 7.0068394869167 7.76085913140539 7.80456403881844 7.71883565471995 2.16839136827791 6.39829883587993 8.39295189631425 8.12089303426536 8.25479106286807 7.52328008840672 6.91357078533947 7.6177844744428 6.28213151270686 7.45529602895271 7.64384908093956 7.46817122997933 6.09953237008762 8.24751191101155 7.52055503732887 6.83172192362801 7.27278234858769 7.23947455904078 7.53990017396579 3.54027721118006 8.00177033790025
